x,y,z,density,r,g,b
0.22873902,-0.052785873,-0.11534703,56.995296,0.09276327,0.09391276,0.10660807
0.22873902,-0.04105568,-0.12707722,102.802795,0.17213948,0.19740804,0.2637329
0.22873902,-0.037145615,-0.12707722,88.621544,0.17948405,0.20935059,0.28682455
0.22873902,-0.013685226,-0.12707722,142.72754,0.24035645,0.2723999,0.34981284
0.22873902,-0.013685226,-0.095796704,387.97366,0.14356486,0.09976196,0.020676931
0.22873902,-0.013685226,-0.09188664,76.396545,0.088521324,0.068344116,0.012264252
0.22873902,-0.009775162,-0.095796704,106.89799,0.08932495,0.051956177,0.0034882228
0.22873902,-0.009775162,-0.052785873,129.9549,0.017602285,0.015274048,0.014662425
0.22873902,-0.0019550323,-0.12707722,54.59815,0.1529948,0.16503906,0.2019043
0.23264909,-0.15835774,-0.037145615,248.54526,0.3465983,0.33784994,0.28405762
0.23264909,-0.15835774,-0.03323555,60.434643,0.32458496,0.32507324,0.296875
0.23264909,-0.15444767,-0.005865097,82.927666,0.35868326,0.32824707,0.27722168
0.23264909,-0.15444767,-0.0019550323,337.0774,0.36787924,0.34859213,0.29081216
0.23264909,-0.15053761,-0.060606003,66.37447,0.32743326,0.33890787,0.31404623
0.23264909,-0.15053761,-0.056695938,146.11221,0.3066813,0.3162435,0.29500327
0.23264909,-0.15053761,-0.021505356,69.018524,0.30163574,0.23533122,0.1928304
0.23264909,-0.14662755,-0.080156446,59.49769,0.2577311,0.278361,0.26940918
0.23264909,-0.14662755,-0.072336316,100.8144,0.28763834,0.31237793,0.29431152
0.23264909,-0.13880742,-0.02541542,191.31213,0.25372314,0.21911621,0.18914795
0.23264909,-0.13489735,-0.12707722,65.60118,0.31392416,0.35701498,0.36991373
0.23264909,-0.13489735,-0.021505356,67.15687,0.24330647,0.15545654,0.11395264
0.23264909,-0.13098729,-0.13098729,64.332344,0.26218668,0.309611,0.33451334
0.23264909,-0.12707722,-0.15053761,76.09871,0.28641763,0.30395508,0.30110678
0.23264909,-0.11925709,-0.173998,105.24069,0.24668376,0.2774048,0.30655923
0.23264909,-0.11925709,-0.1622678,249.51804,0.2791748,0.2816162,0.26090494
0.23264909,-0.11534703,-0.20527864,149.57718,0.36010742,0.3544922,0.3236084
0.23264909,-0.11534703,-0.18181813,296.31003,0.2006429,0.20031738,0.20477295
0.23264909,-0.11534703,-0.17790806,217.63351,0.14851888,0.14837646,0.1593221
0.23264909,-0.11534703,-0.11143696,173.51256,0.09511312,0.10270182,0.117899574
0.23264909,-0.11143696,-0.2091887,4440.1235,0.3412272,0.3330485,0.31351724
0.23264909,-0.11143696,-0.18963838,179.72112,0.19437663,0.1451823,0.12372843
0.23264909,-0.10361683,-0.2091887,453.5872,0.28019205,0.25579834,0.23272705
0.23264909,-0.10361683,-0.11143696,127.94015,0.009146373,0.00934728,0.012331009
0.23264909,-0.09970677,-0.2091887,494.29132,0.18839519,0.13760376,0.12358602
0.23264909,-0.095796704,-0.2091887,426.1057,0.20859782,0.14705403,0.1297404
0.23264909,-0.09188664,-0.2091887,408.18427,0.21211751,0.15282185,0.13244629
0.23264909,-0.09188664,-0.17008793,93.96936,0.1629842,0.12419637,0.10189819
0.23264909,-0.087976575,-0.2091887,705.27924,0.20135498,0.15134685,0.13925171
0.23264909,-0.087976575,-0.17008793,55.89291,0.20129395,0.1612854,0.13743083
0.23264909,-0.08406651,-0.2091887,458.93393,0.15785725,0.12336222,0.10398356
0.23264909,-0.08406651,-0.173998,54.59815,0.22888184,0.19154866,0.17692058
0.23264909,-0.08406651,-0.09188664,63.831703,0.04244995,0.048614502,0.07140096
0.23264909,-0.080156446,-0.2091887,259.4577,0.17801921,0.13816325,0.11643473
0.23264909,-0.080156446,-0.12316716,192.0609,0.2076009,0.23868816,0.29947916
0.23264909,-0.07624638,-0.12316716,87.58907,0.2195638,0.2579956,0.35139975
0.23264909,-0.04887581,-0.0019550323,53.333385,0.3216146,0.26759848,0.09262085
0.23264909,-0.037145615,-0.12707722,90.017136,0.25602213,0.285319,0.3556722
0.23264909,-0.037145615,-0.09970677,104.4217,0.20631917,0.165507,0.034533184
0.23264909,-0.029325485,-0.07624638,93.603004,0.07835388,0.045433044,0.016172409
0.23264909,-0.02541542,-0.080156446,52.506527,0.0094127655,0.004466057,0.0019691784
0.23264909,-0.009775162,-0.12707722,58.119427,0.2749227,0.3140869,0.4094645
0.23264909,-0.009775162,-0.052785873,79.130135,0.012673696,0.010164897,0.008619945
0.23264909,-0.009775162,-0.04887581,53.962063,0.050186157,0.043874104,0.040229797
0.23264909,-0.005865097,-0.12707722,89.316605,0.2356364,0.26041666,0.32137045
0.23264909,-0.0019550323,-0.009775162,96.19778,0.25445557,0.1751302,0.03181203
0.23655915,-0.15835774,-0.03323555,50.200027,0.32576498,0.33292642,0.3050537
0.23655915,-0.15835774,-0.029325485,61.38635,0.27807617,0.29060873,0.2775472
0.23655915,-0.15444767,-0.04105568,69.8321,0.34509277,0.33243814,0.28519693
0.23655915,-0.15444767,-0.02541542,75.802025,0.33044434,0.2738444,0.22302246
0.23655915,-0.15444767,-0.009775162,70.37979,0.38130698,0.36694336,0.3144938
0.23655915,-0.15053761,-0.060606003,184.70317,0.36336264,0.36140952,0.31107584
0.23655915,-0.15053761,-0.056695938,242.78773,0.34965006,0.35257974,0.31441244
0.23655915,-0.15053761,-0.021505356,64.081535,0.3219401,0.21927898,0.15964763
0.23655915,-0.14662755,-0.080156446,78.51434,0.29162598,0.3145752,0.30196127
0.23655915,-0.14662755,-0.07624638,57.89284,0.24586995,0.27852377,0.293986
0.23655915,-0.13880742,-0.029325485,129.44826,0.25465903,0.23404948,0.2078247
0.23655915,-0.13489735,-0.12707722,67.68359,0.3597819,0.39660645,0.39408365
0.23655915,-0.13489735,-0.12316716,124.00384,0.34151205,0.35518393,0.3393148
0.23655915,-0.13098729,-0.13880742,122.55914,0.26662192,0.31225586,0.33858237
0.23655915,-0.13098729,-0.13489735,263.54358,0.25439453,0.29056802,0.31266275
0.23655915,-0.12707722,-0.15444767,61.86781,0.2972412,0.32861328,0.336792
0.23655915,-0.12707722,-0.15053761,137.25974,0.26826987,0.2874349,0.29500327
0.23655915,-0.12316716,-0.15835774,152.52733,0.35611978,0.39497885,0.39331055
0.23655915,-0.11925709,-0.17790806,58.119427,0.24509685,0.24086507,0.24155681
0.23655915,-0.11925709,-0.1622678,142.1711,0.29597983,0.3038737,0.2889811
0.23655915,-0.11925709,-0.087976575,64.332344,0.146993,0.13053386,0.11816406
0.23655915,-0.11534703,-0.20527864,243.73796,0.34777832,0.34448242,0.31811523
0.23655915,-0.11534703,-0.20136857,62.353043,0.3354899,0.33728027,0.3166097
0.23655915,-0.11534703,-0.18572831,104.83039,0.23708089,0.22802734,0.22218831
0.23655915,-0.11143696,-0.2091887,4042.7786,0.3326416,0.3273112,0.30594888
0.23655915,-0.11143696,-0.1974585,51.49096,0.35713705,0.37345377,0.38098145
0.23655915,-0.11143696,-0.11534703,71.20941,0.044748943,0.037328083,0.038309734
0.23655915,-0.1075269,-0.11925709,91.078224,0.013599396,0.013033549,0.015079498
0.23655915,-0.10361683,-0.2091887,460.73016,0.2803955,0.24532063,0.2218628
0.23655915,-0.09970677,-0.2091887,520.0403,0.19533284,0.14107259,0.119618736
0.23655915,-0.095796704,-0.2091887,305.7159,0.20253499,0.13715617,0.115865074
0.23655915,-0.09188664,-0.2091887,284.95856,0.20568848,0.1482544,0.12471517
0.23655915,-0.09188664,-0.14662755,66.634254,0.018877665,0.019852957,0.026341757
0.23655915,-0.09188664,-0.14271748,85.89495,0.012353261,0.013281505,0.018798828
0.23655915,-0.087976575,-0.2091887,490.44467,0.22450764,0.16847737,0.15407307
0.23655915,-0.087976575,-0.095796704,63.088043,0.007499695,0.0076592765,0.010160446
0.23655915,-0.08406651,-0.2091887,317.89426,0.20859782,0.16115315,0.14393108
0.23655915,-0.08406651,-0.09188664,63.582844,0.026229858,0.028399149,0.039034527
0.23655915,-0.080156446,-0.20527864,78.51434,0.15723674,0.11640421,0.097473145
0.23655915,-0.06451619,-0.11534703,105.652596,0.13595581,0.14794922,0.18516032
0.23655915,-0.060606003,-0.12316716,50.69267,0.0941569,0.11034139,0.15977986
0.23655915,-0.052785873,-0.10361683,76.09871,0.1722819,0.16363525,0.15799968
0.23655915,-0.04887581,-0.12707722,94.33715,0.26688638,0.30106607,0.3824056
0.23655915,-0.04887581,-0.080156446,63.33496,0.28979492,0.21588135,0.04643504
0.23655915,-0.044965744,-0.12707722,110.2913,0.22216797,0.253479,0.33109537
0.23655915,-0.044965744,-0.07624638,54.59815,0.28397623,0.22157796,0.042500813
0.23655915,-0.04105568,-0.072336316,67.948494,0.05185445,0.05074056,0.05623881
0.23655915,-0.037145615,-0.12707722,59.73056,0.292277,0.3269043,0.40922037
0.23655915,-0.029325485,-0.12707722,144.40997,0.26265463,0.29589844,0.37548828
0.23655915,-0.02541542,-0.080156446,54.81184,0.02624003,0.014770508,0.006245613
0.23655915,-0.013685226,-0.02541542,56.995296,0.17641194,0.16127522,0.13301595
0.23655915,-0.009775162,-0.12707722,57.218372,0.27296957,0.31013998,0.39961752
0.23655915,-0.005865097,-0.12707722,59.034676,0.21938069,0.2479248,0.31913248
0.24046922,-0.15444767,-0.02541542,88.27605,0.3409017,0.29614258,0.24886067
0.24046922,-0.15444767,-0.009775162,55.241737,0.41918945,0.40653482,0.35253906
0.24046922,-0.15053761,-0.060606003,119.25333,0.33166504,0.34305826,0.30802408
0.24046922,-0.15053761,-0.021505356,52.404076,0.29577637,0.21209717,0.15071614
0.24046922,-0.14271748,-0.087976575,63.582844,0.24676514,0.24894206,0.23787434
0.24046922,-0.14271748,-0.08406651,96.19778,0.3598226,0.37727866,0.35058594
0.24046922,-0.13489735,-0.10361683,53.12546,0.21938069,0.23295085,0.23592122
0.24046922,-0.13098729,-0.13880742,112.4666,0.18823242,0.22194417,0.26934814
0.24046922,-0.13098729,-0.13489735,174.19167,0.260437,0.3022461,0.33805338
0.24046922,-0.13098729,-0.13098729,202.06587,0.30639648,0.34615073,0.3569336
0.24046922,-0.12707722,-0.15444767,66.37447,0.32413736,0.3630371,0.37227377
0.24046922,-0.12316716,-0.087976575,56.111668,0.30375162,0.30171713,0.3022054
0.24046922,-0.11925709,-0.173998,135.66061,0.2820231,0.2811686,0.2686564
0.24046922,-0.11534703,-0.20527864,400.28928,0.34960938,0.34716797,0.32307944
0.24046922,-0.11534703,-0.20136857,64.83691,0.31819662,0.33414713,0.33036295
0.24046922,-0.11534703,-0.18963838,56.33128,0.30725098,0.3206787,0.31437173
0.24046922,-0.11534703,-0.18572831,180.42451,0.2745768,0.27762857,0.26472983
0.24046922,-0.11534703,-0.18181813,555.74664,0.22157796,0.21789551,0.21555583
0.24046922,-0.11534703,-0.09188664,68.21444,0.18929036,0.21695964,0.2624105
0.24046922,-0.11143696,-0.2091887,3148.519,0.33894858,0.3302816,0.31298828
0.24046922,-0.11143696,-0.11534703,144.40997,0.033302307,0.030949911,0.03227997
0.24046922,-0.11143696,-0.087976575,157.98499,0.19362386,0.20247395,0.20869954
0.24046922,-0.11143696,-0.056695938,65.85794,0.26338705,0.27722168,0.27374268
0.24046922,-0.1075269,-0.2091887,850.7291,0.32600912,0.3248291,0.30647787
0.24046922,-0.1075269,-0.11925709,61.62661,0.029304504,0.028004965,0.030840555
0.24046922,-0.10361683,-0.2091887,520.0403,0.28458658,0.25358072,0.23061116
0.24046922,-0.09970677,-0.2091887,384.95444,0.19099934,0.14501953,0.12861125
0.24046922,-0.09970677,-0.013685226,65.60118,0.21913655,0.20397949,0.19199626
0.24046922,-0.095796704,-0.2091887,353.25406,0.21777344,0.15067546,0.12977092
0.24046922,-0.09188664,-0.2091887,203.6507,0.23223877,0.16614787,0.1360677
0.24046922,-0.09188664,-0.17008793,56.551754,0.08822632,0.080062866,0.07544962
0.24046922,-0.087976575,-0.2091887,324.16415,0.29315186,0.19905598,0.16361491
0.24046922,-0.087976575,-0.17790806,95.82273,0.25541177,0.1976115,0.17732747
0.24046922,-0.08406651,-0.2091887,186.88039,0.33589682,0.23828125,0.20389812
0.24046922,-0.08406651,-0.19354844,292.8579,0.35986328,0.25429282,0.21266682
0.24046922,-0.08406651,-0.18963838,56.551754,0.3050537,0.22680664,0.19165039
0.24046922,-0.080156446,-0.20527864,103.609085,0.42093912,0.29901123,0.2514852
0.24046922,-0.080156446,-0.1974585,94.33715,0.44132486,0.31266275,0.2588501
0.24046922,-0.04887581,-0.12707722,135.13171,0.24076335,0.27274576,0.35050455
0.24046922,-0.044965744,-0.12707722,89.316605,0.246521,0.28515625,0.38069662
0.24046922,-0.037145615,-0.12707722,52.815086,0.23883057,0.2672119,0.33642578
0.24046922,-0.013685226,-0.12707722,59.034676,0.29541016,0.32307944,0.38736978
0.24046922,-0.009775162,-0.12707722,60.671173,0.21795654,0.24743652,0.3203939
0.24046922,-0.0019550323,-0.072336316,122.55914,0.1519572,0.12888591,0.053243
0.24046922,-0.0019550323,-0.017595291,55.02637,0.29919434,0.17264812,0.01616796
0.24437928,-0.15444767,-0.009775162,67.419716,0.4740804,0.4781494,0.42757162
0.24437928,-0.15053761,-0.021505356,77.90333,0.35965982,0.27490234,0.21329753
0.24437928,-0.14271748,-0.087976575,144.40997,0.28120932,0.29329428,0.27490234
0.24437928,-0.14271748,-0.08406651,102.802795,0.35257974,0.37406412,0.35518393
0.24437928,-0.14271748,-0.080156446,109.00637,0.37548828,0.38419595,0.34777832
0.24437928,-0.13489735,-0.12707722,71.767914,0.36368814,0.38663736,0.3700765
0.24437928,-0.13098729,-0.13489735,100.421364,0.30940756,0.35437012,0.36958823
0.24437928,-0.13098729,-0.13098729,88.9684,0.2861735,0.32413736,0.35005698
0.24437928,-0.12707722,-0.15835774,51.79355,0.39331055,0.44384766,0.41357422
0.24437928,-0.12707722,-0.15444767,65.090675,0.3232422,0.35758463,0.36702475
0.24437928,-0.12707722,-0.15053761,147.25821,0.27412924,0.2985433,0.3031006
0.24437928,-0.12707722,-0.14662755,213.42409,0.23175049,0.2592977,0.27170816
0.24437928,-0.12707722,-0.07624638,174.19167,0.25258383,0.26633707,0.26542154
0.24437928,-0.11534703,-0.20527864,210.93762,0.3627523,0.36128744,0.33487955
0.24437928,-0.11534703,-0.20136857,71.48811,0.3334147,0.34049478,0.3248291
0.24437928,-0.11534703,-0.087976575,77.90333,0.19370525,0.22072347,0.2554728
0.24437928,-0.10361683,-0.2091887,589.28284,0.30367026,0.26019287,0.23288982
0.24437928,-0.10361683,-0.013685226,50.69267,0.25520834,0.22816975,0.1996053
0.24437928,-0.09970677,-0.2091887,486.62802,0.20422363,0.1557312,0.13487752
0.24437928,-0.095796704,-0.2091887,496.2259,0.20609538,0.14763387,0.12539673
0.24437928,-0.09188664,-0.2091887,253.44739,0.24477132,0.16958618,0.1379598
0.24437928,-0.087976575,-0.2091887,502.07526,0.30944824,0.21009319,0.17172241
0.24437928,-0.08406651,-0.2091887,164.92137,0.3927002,0.28090414,0.24149577
0.24437928,-0.08406651,-0.12707722,76.69555,0.0028176308,0.0034179688,0.006331444
0.24437928,-0.080156446,-0.20527864,100.8144,0.43314615,0.31404623,0.26656088
0.24437928,-0.080156446,-0.1974585,173.51256,0.4362793,0.31343588,0.26332602
0.24437928,-0.080156446,-0.12316716,84.56327,0.14341228,0.17576091,0.26161703
0.24437928,-0.07624638,-0.12316716,92.5125,0.20611572,0.24534099,0.34379068
0.24437928,-0.072336316,-0.12316716,64.58414,0.23494466,0.2688395,0.35058594
0.24437928,-0.06842625,-0.12316716,80.37625,0.22719319,0.25734457,0.3306478
0.24437928,-0.06451619,-0.12316716,184.70317,0.23862712,0.27807617,0.37650552
0.24437928,-0.060606003,-0.12316716,52.301823,0.17270915,0.20237224,0.27988687
0.24437928,-0.052785873,-0.08406651,69.28866,0.3375651,0.2521566,0.044166565
0.24437928,-0.044965744,-0.12707722,64.332344,0.14916992,0.16971843,0.22617595
0.24437928,-0.04105568,-0.08406651,189.08327,0.37723795,0.31282553,0.07467651
0.24437928,-0.04105568,-0.07624638,102.00277,0.31522623,0.2691854,0.08067831
0.24437928,-0.037145615,-0.12707722,131.48677,0.16070557,0.18347168,0.24464925
0.24437928,-0.02541542,-0.12707722,62.10995,0.06115214,0.06991068,0.1002299
0.24437928,-0.02541542,-0.072336316,50.990566,0.13020833,0.08124288,0.019410452
0.24437928,-0.02541542,-0.005865097,50.00432,0.44999185,0.3741862,0.11898804
0.24437928,-0.021505356,-0.12707722,66.1157,0.20530193,0.23856609,0.32250977
0.24437928,-0.017595291,-0.12707722,77.59962,0.13944499,0.16109212,0.22108968
0.24437928,-0.017595291,-0.080156446,245.64963,0.2724813,0.21789551,0.039357502
0.24437928,-0.017595291,-0.07624638,132.51804,0.095947266,0.08202108,0.043856304
0.24437928,-0.017595291,-0.072336316,103.20515,0.14729817,0.13897705,0.10148112
0.24437928,-0.017595291,-0.056695938,70.10541,0.27539062,0.22971599,0.079701744
0.24437928,-0.013685226,-0.12707722,148.99405,0.20686848,0.23819987,0.3166504
0.24437928,-0.013685226,-0.08406651,81.3237,0.26452637,0.22816975,0.047383625
0.24437928,-0.013685226,-0.080156446,59.034676,0.19769287,0.16656494,0.039576214
0.24437928,-0.013685226,-0.072336316,80.37625,0.07183329,0.06614176,0.064697266
0.24437928,-0.013685226,-0.060606003,138.8777,0.18556722,0.16011555,0.07717387
0.24437928,-0.009775162,-0.087976575,102.00277,0.2709961,0.22117107,0.038564045
0.24437928,-0.009775162,-0.06451619,347.77734,0.11505127,0.10116577,0.076405846
0.24437928,-0.005865097,-0.08406651,66.634254,0.21148682,0.18100993,0.025604248
0.24437928,-0.005865097,-0.080156446,93.96936,0.20259602,0.16115315,0.01836904
0.24437928,-0.0019550323,-0.08406651,132.51804,0.14986165,0.13194783,0.039057415
0.24437928,-0.0019550323,-0.080156446,213.42409,0.17220052,0.13364665,0.025906881
0.24437928,-0.0019550323,-0.07624638,93.23808,0.12388102,0.09527588,0.018633524
0.24828935,-0.15053761,-0.056695938,62.353043,0.32543945,0.33955893,0.31599936
0.24828935,-0.15053761,-0.052785873,142.72754,0.3433024,0.34887695,0.31770834
0.24828935,-0.14662755,-0.044965744,114.237686,0.25056967,0.24202473,0.2174886
0.24828935,-0.14271748,-0.087976575,80.690834,0.29382324,0.31070963,0.29455566
0.24828935,-0.14271748,-0.08406651,69.55985,0.34265137,0.35835776,0.33577475
0.24828935,-0.14271748,-0.080156446,57.442314,0.41825357,0.4238688,0.37556967
0.24828935,-0.13880742,-0.095796704,57.442314,0.25675455,0.27703857,0.28006998
0.24828935,-0.13489735,-0.12707722,51.591625,0.34322104,0.36071777,0.34855142
0.24828935,-0.13098729,-0.13489735,117.40448,0.28938803,0.32063803,0.3363851
0.24828935,-0.13098729,-0.06451619,66.634254,0.2762858,0.27416992,0.25710043
0.24828935,-0.12707722,-0.15053761,107.31638,0.285319,0.30826822,0.31026205
0.24828935,-0.12707722,-0.14662755,119.25333,0.25325522,0.29016113,0.30472818
0.24828935,-0.12707722,-0.12707722,381.9587,0.24226888,0.26143393,0.26161703
0.24828935,-0.12707722,-0.07624638,76.09871,0.25746664,0.2667643,0.26641846
0.24828935,-0.12707722,-0.060606003,100.8144,0.30900064,0.30737305,0.28442383
0.24828935,-0.12316716,-0.12316716,88.9684,0.16259766,0.18314616,0.21051025
0.24828935,-0.12316716,-0.060606003,53.22932,0.2659912,0.25354004,0.22969563
0.24828935,-0.11534703,-0.20527864,225.42076,0.370931,0.36193848,0.32845053
0.24828935,-0.11534703,-0.20136857,80.690834,0.33052573,0.33194986,0.31229654
0.24828935,-0.11534703,-0.1974585,113.34869,0.29618326,0.30419922,0.2955729
0.24828935,-0.11534703,-0.18181813,158.60332,0.25099692,0.256958,0.25785318
0.24828935,-0.10361683,-0.2091887,553.57996,0.29296875,0.24373372,0.22023518
0.24828935,-0.09970677,-0.2091887,1092.3578,0.20912679,0.16042073,0.1447347
0.24828935,-0.095796704,-0.2091887,644.67737,0.2029419,0.14827473,0.1324768
0.24828935,-0.095796704,-0.15835774,50.495037,0.37296548,0.4025879,0.40388998
0.24828935,-0.09188664,-0.2091887,584.69696,0.26153564,0.17433675,0.13898723
0.24828935,-0.087976575,-0.2091887,756.6541,0.33646646,0.22242229,0.1791687
0.24828935,-0.08406651,-0.2091887,202.06587,0.4293213,0.3121338,0.26064047
0.24828935,-0.080156446,-0.20136857,117.40448,0.4104004,0.29833984,0.25553384
0.24828935,-0.080156446,-0.12316716,100.421364,0.19887288,0.23655193,0.33166504
0.24828935,-0.07624638,-0.12316716,103.609085,0.21240234,0.24562581,0.32832846
0.24828935,-0.060606003,-0.12316716,65.60118,0.1396281,0.16518147,0.22849528
0.24828935,-0.04105568,-0.12707722,60.19903,0.21185303,0.24088542,0.31319174
0.24828935,-0.02541542,-0.12707722,57.667137,0.047643024,0.058848064,0.09751383
0.24828935,-0.021505356,-0.013685226,54.59815,0.38920084,0.31734213,0.08797201
0.24828935,-0.021505356,-0.009775162,70.37979,0.3874105,0.32165527,0.1111145
0.24828935,-0.017595291,-0.060606003,171.49107,0.2808431,0.23553467,0.0875651
0.24828935,-0.009775162,-0.07624638,197.38503,0.32816568,0.26302084,0.04379018
0.2521994,-0.14271748,-0.087976575,104.83039,0.30900064,0.31941733,0.29907227
0.2521994,-0.14271748,-0.080156446,101.208984,0.42574057,0.41455078,0.36055502
0.2521994,-0.13489735,-0.12707722,70.93179,0.37263998,0.39510092,0.3730062
0.2521994,-0.13098729,-0.13489735,78.208244,0.29956055,0.33622232,0.3504232
0.2521994,-0.13098729,-0.06451619,51.190136,0.2787679,0.27970377,0.2659912
0.2521994,-0.12707722,-0.15053761,66.1157,0.2568563,0.27815756,0.2834066
0.2521994,-0.12707722,-0.14662755,129.44826,0.26324463,0.3026123,0.31856284
0.2521994,-0.12707722,-0.14271748,128.94359,0.30244955,0.34077963,0.34525552
0.2521994,-0.12707722,-0.060606003,50.69267,0.30696616,0.3157145,0.30578613
0.2521994,-0.12316716,-0.1622678,51.591625,0.27652994,0.33996582,0.36576334
0.2521994,-0.12316716,-0.15835774,119.72007,0.3125,0.34379068,0.3491211
0.2521994,-0.11534703,-0.20527864,350.505,0.36161295,0.34647623,0.3153483
0.2521994,-0.11534703,-0.20136857,176.245,0.31347656,0.30782065,0.2882487
0.2521994,-0.11534703,-0.1974585,52.404076,0.29968262,0.31640625,0.31669107
0.2521994,-0.11534703,-0.18963838,112.02814,0.3243815,0.29951987,0.26566568
0.2521994,-0.11534703,-0.06451619,59.964336,0.2862142,0.3087565,0.30529785
0.2521994,-0.11143696,-0.2091887,2630.686,0.33662924,0.3285319,0.3150228
0.2521994,-0.10361683,-0.2091887,528.2297,0.27746582,0.2364095,0.21508789
0.2521994,-0.09970677,-0.2091887,1558.6299,0.21372478,0.16955566,0.15181477
0.2521994,-0.095796704,-0.2091887,515.9933,0.19720459,0.1531372,0.1404419
0.2521994,-0.09188664,-0.2091887,335.76324,0.23779297,0.16878255,0.13937378
0.2521994,-0.087976575,-0.2091887,304.52405,0.3118286,0.21582031,0.17515056
0.2521994,-0.087976575,-0.08406651,52.301823,0.0031916301,0.0029336612,0.0034545262
0.2521994,-0.08406651,-0.2091887,103.609085,0.43693033,0.331604,0.28629556
0.2521994,-0.08406651,-0.20136857,84.89423,0.28875732,0.2131958,0.17862956
0.2521994,-0.08406651,-0.1974585,164.92137,0.35168457,0.26281738,0.22955322
0.2521994,-0.08406651,-0.08406651,56.33128,0.015691122,0.015085856,0.017331442
0.2521994,-0.080156446,-0.12316716,106.48123,0.20410156,0.23693848,0.31518555
0.2521994,-0.080156446,-0.087976575,76.396545,0.00048422813,0.0004815658,0.0007053216
0.2521994,-0.080156446,-0.08406651,57.667137,0.0038747787,0.0040597916,0.005835533
0.2521994,-0.07624638,-0.12316716,98.86447,0.2238973,0.2574056,0.34020996
0.2521994,-0.060606003,-0.09188664,50.102077,0.30318198,0.24591064,0.059834797
0.2521994,-0.052785873,-0.08406651,115.13367,0.4054769,0.33357748,0.087381996
0.2521994,-0.04105568,-0.10361683,67.15687,0.20540364,0.21289062,0.23905437
0.2521994,-0.03323555,-0.12707722,59.034676,0.28015137,0.3088379,0.3700765
0.2521994,-0.009775162,-0.04105568,68.48142,0.14149983,0.12843831,0.11758423
0.25610948,-0.15053761,-0.005865097,61.86781,0.539388,0.54663086,0.49047852
0.25610948,-0.15053761,-0.0019550323,73.18341,0.51623535,0.51420087,0.45792642
0.25610948,-0.14271748,-0.087976575,126.44959,0.3046875,0.30952963,0.2849935
0.25610948,-0.14271748,-0.07624638,57.89284,0.35217285,0.33996582,0.29508463
0.25610948,-0.14271748,-0.072336316,68.48142,0.39188638,0.37674966,0.32503256
0.25610948,-0.14271748,-0.06842625,82.60437,0.37687173,0.34773764,0.29899088
0.25610948,-0.14271748,-0.06451619,74.046074,0.33024088,0.30322266,0.26371256
0.25610948,-0.13880742,-0.095796704,125.95661,0.27278647,0.2931315,0.2931722
0.25610948,-0.13489735,-0.11143696,71.48811,0.3190104,0.3288981,0.31148276
0.25610948,-0.12707722,-0.15053761,77.59962,0.26379395,0.2919515,0.30090332
0.25610948,-0.12707722,-0.14662755,245.64963,0.27250162,0.31376138,0.32824707
0.25610948,-0.12316716,-0.15835774,186.88039,0.32377115,0.36409506,0.3658854
0.25610948,-0.11534703,-0.20527864,198.93314,0.3615316,0.35465494,0.32499185
0.25610948,-0.11534703,-0.20136857,59.964336,0.33988443,0.34761557,0.33076987
0.25610948,-0.11534703,-0.18963838,55.675,0.29056802,0.2722168,0.24739583
0.25610948,-0.11143696,-0.2091887,2113.8157,0.34200034,0.3297119,0.30904135
0.25610948,-0.10361683,-0.2091887,434.50992,0.29052734,0.25030518,0.22796631
0.25610948,-0.09970677,-0.2091887,528.2297,0.21280925,0.16704305,0.15020752
0.25610948,-0.095796704,-0.2091887,479.08356,0.20349121,0.15736897,0.13980103
0.25610948,-0.09188664,-0.2091887,72.898094,0.21114095,0.1739502,0.13810222
0.25610948,-0.08406651,-0.13880742,71.48811,0.013421376,0.0141067505,0.01899465
0.25610948,-0.07624638,-0.12316716,226.30305,0.21221924,0.24631755,0.331014
0.25610948,-0.072336316,-0.12316716,126.94451,0.22438557,0.2541097,0.32417807
0.25610948,-0.06451619,-0.095796704,52.404076,0.24477132,0.25990805,0.3026937
0.25610948,-0.060606003,-0.09188664,60.908638,0.29215494,0.23618571,0.07065328
0.25610948,-0.052785873,-0.08406651,82.60437,0.3660482,0.28719077,0.05956014
0.25610948,-0.04887581,-0.11143696,69.018524,0.1807251,0.18467204,0.20426433
0.25610948,-0.044965744,-0.12707722,52.712032,0.2594401,0.29097494,0.36625162
0.25610948,-0.044965744,-0.11143696,51.190136,0.19567871,0.19417317,0.20314534
0.25610948,-0.02541542,-0.12707722,122.55914,0.116119385,0.13393147,0.17897542
0.25610948,-0.021505356,-0.12707722,88.9684,0.16296387,0.1879069,0.25004068
0.25610948,-0.021505356,-0.044965744,50.102077,0.37772623,0.30013022,0.07967631
0.26001954,-0.15053761,-0.044965744,58.575264,0.3017578,0.31510416,0.29581705
0.26001954,-0.14662755,-0.037145615,269.79333,0.26879883,0.27115884,0.25061035
0.26001954,-0.14662755,-0.021505356,232.5764,0.3199463,0.3162435,0.2808431
0.26001954,-0.14271748,-0.09188664,53.0218,0.23626709,0.25331625,0.25801596
0.26001954,-0.14271748,-0.087976575,140.51476,0.29742432,0.3035685,0.28375244
0.26001954,-0.14271748,-0.07624638,83.57807,0.34936523,0.32885742,0.285319
0.26001954,-0.14271748,-0.072336316,57.667137,0.41748047,0.39607748,0.34354654
0.26001954,-0.14271748,-0.06842625,62.353043,0.39953613,0.34049478,0.2912191
