x,y,z,density,r,g,b
-0.21700883,-0.11534703,0.20136857,178.3225,0.75561523,0.66398114,0.5411784
-0.21700883,-0.11534703,0.20527864,135.66061,0.7369792,0.63997394,0.5102946
-0.21700883,-0.11143696,0.2091887,261.49268,0.78133136,0.67407227,0.5267741
-0.21700883,-0.1075269,0.2091887,214.25941,0.82421875,0.7208659,0.5626628
-0.21700883,-0.10361683,0.2091887,56.773094,0.8312988,0.7002767,0.5408122
-0.21700883,-0.09970677,0.14271748,106.89799,0.7866211,0.7352702,0.6031087
-0.21700883,-0.09970677,0.2091887,194.32486,0.52315265,0.3499349,0.26595053
-0.21700883,-0.095796704,0.11143696,117.40448,0.7980957,0.7302246,0.61499023
-0.21700883,-0.095796704,0.11534703,106.48123,0.8029785,0.73706055,0.61848956
-0.21700883,-0.095796704,0.13098729,55.675,0.8169759,0.7552083,0.6162923
-0.21700883,-0.095796704,0.13489735,84.23359,0.7606608,0.69954425,0.59765625
-0.21700883,-0.095796704,0.15444767,137.79695,0.78344727,0.7260742,0.615153
-0.21700883,-0.095796704,0.2091887,509.9818,0.52335614,0.34830728,0.25978598
-0.21700883,-0.09188664,0.16617787,58.119427,0.31933594,0.22395833,0.17707317
-0.21700883,-0.09188664,0.2091887,99.639885,0.5598958,0.3601888,0.27024332
-0.21700883,-0.087976575,0.2091887,81.64199,0.545695,0.35636392,0.270813
-0.21700883,-0.08406651,0.17008793,186.88039,0.41027832,0.27414957,0.21535237
-0.21700883,-0.08406651,0.2091887,159.84726,0.43847656,0.30295816,0.24143474
-0.21700883,-0.080156446,0.173998,62.842087,0.63639325,0.4626058,0.38911948
-0.21700883,-0.080156446,0.17790806,108.158066,0.60929364,0.44291177,0.36279297
-0.21700883,-0.080156446,0.2091887,110.2913,0.38924155,0.2831421,0.22469075
-0.21700883,-0.07624638,0.19354844,77.90333,0.44767252,0.34651694,0.29077148
-0.21700883,-0.07624638,0.1974585,79.130135,0.4671631,0.36478677,0.31667075
-0.21700883,-0.07624638,0.20136857,199.71173,0.41967773,0.3005371,0.2545166
-0.21700883,-0.07624638,0.20527864,162.3645,0.4321696,0.3068644,0.25777182
-0.21309876,-0.14662755,0.06842625,103.20515,0.80216473,0.71223956,0.5647786
-0.21309876,-0.13489735,0.11143696,71.20941,0.7220866,0.6727702,0.5650635
-0.21309876,-0.13098729,0.13489735,109.86131,0.72298175,0.66031903,0.54471844
-0.21309876,-0.12707722,0.14662755,65.34543,0.6824544,0.63964844,0.5419108
-0.21309876,-0.11534703,0.013685226,112.02814,0.8180339,0.73583984,0.58479816
-0.21309876,-0.11534703,0.1974585,57.89284,0.62630206,0.56917316,0.48343912
-0.21309876,-0.11534703,0.20136857,287.1935,0.7282715,0.63102216,0.5031331
-0.21309876,-0.11534703,0.20527864,183.98308,0.7739258,0.6692708,0.53430176
-0.21309876,-0.11143696,0.2091887,253.44739,0.756429,0.6517741,0.51363117
-0.21309876,-0.1075269,0.2091887,241.8412,0.833903,0.7363281,0.576416
-0.21309876,-0.10361683,0.2091887,62.10995,0.8368327,0.7039388,0.5427653
-0.21309876,-0.09970677,0.037145615,75.802025,0.852946,0.7788086,0.63224286
-0.21309876,-0.09970677,0.060606003,87.931885,0.837321,0.7723796,0.64941406
-0.21309876,-0.09970677,0.080156446,66.1157,0.83984375,0.77563477,0.6499837
-0.21309876,-0.09970677,0.14271748,54.173264,0.7985026,0.74902344,0.6215007
-0.21309876,-0.09970677,0.2091887,183.98308,0.54138184,0.3650309,0.27707925
-0.21309876,-0.095796704,0.2091887,443.07986,0.5279948,0.35579428,0.2680664
-0.21309876,-0.09188664,0.017595291,92.151825,0.86604816,0.79207355,0.65218097
-0.21309876,-0.09188664,0.2091887,133.0367,0.556071,0.35579428,0.26428223
-0.21309876,-0.087976575,0.009775162,97.33172,0.8399251,0.7672526,0.61848956
-0.21309876,-0.087976575,0.2091887,127.44135,0.552653,0.3622233,0.27398682
-0.21309876,-0.08406651,0.17008793,129.44826,0.4226888,0.28474936,0.22483318
-0.21309876,-0.08406651,0.2091887,206.85773,0.43656412,0.29675293,0.23339844
-0.21309876,-0.080156446,0.2091887,166.86539,0.4001058,0.28051758,0.22853597
-0.21309876,-0.07624638,0.1974585,166.21484,0.42700195,0.32080078,0.27140298
-0.21309876,-0.07624638,0.20527864,221.06075,0.4337972,0.30926514,0.26123047
-0.2091887,-0.13489735,0.1075269,191.31213,0.76342773,0.69222003,0.56974286
-0.2091887,-0.11534703,0.013685226,81.00665,0.70906574,0.62801105,0.4983317
-0.2091887,-0.11534703,0.20136857,479.08356,0.7507324,0.6621094,0.529012
-0.2091887,-0.11534703,0.20527864,245.64963,0.7414551,0.6438802,0.5121257
-0.2091887,-0.11143696,0.009775162,199.71173,0.8385417,0.73168945,0.5591634
-0.2091887,-0.11143696,0.2091887,381.9587,0.78125,0.67976886,0.53361005
-0.2091887,-0.1075269,0.2091887,326.7066,0.8338216,0.7297363,0.56608075
-0.2091887,-0.10361683,0.2091887,82.60437,0.83528644,0.7249349,0.5640462
-0.2091887,-0.09970677,0.037145615,112.906784,0.89990234,0.82177734,0.65690106
-0.2091887,-0.09970677,0.04105568,74.046074,0.89314777,0.81062824,0.64900714
-0.2091887,-0.09970677,0.056695938,54.81184,0.8854167,0.81070966,0.65877277
-0.2091887,-0.09970677,0.060606003,107.736404,0.8642578,0.78759766,0.6435547
-0.2091887,-0.09970677,0.080156446,72.61389,0.87858075,0.80281574,0.6542969
-0.2091887,-0.09970677,0.08406651,51.79355,0.8630371,0.78971356,0.6489258
-0.2091887,-0.09970677,0.09970677,71.20941,0.86661786,0.7933757,0.65144855
-0.2091887,-0.09970677,0.10361683,173.51256,0.88216144,0.80810547,0.6624349
-0.2091887,-0.09970677,0.12316716,126.44959,0.8610026,0.78719074,0.6507161
-0.2091887,-0.09970677,0.14271748,138.33627,0.8296712,0.76432294,0.6441243
-0.2091887,-0.09970677,0.2091887,208.48013,0.50272626,0.3448893,0.26011148
-0.2091887,-0.095796704,0.2091887,351.87686,0.4897461,0.33833823,0.26220703
-0.2091887,-0.09188664,0.2091887,58.119427,0.58968097,0.37276205,0.27801514
-0.2091887,-0.087976575,0.2091887,153.7236,0.5324707,0.36787924,0.28796387
-0.2091887,-0.08406651,0.17008793,160.47289,0.5761719,0.42077637,0.34354654
-0.2091887,-0.08406651,0.2091887,160.47289,0.399292,0.28135172,0.23006184
-0.2091887,-0.080156446,0.2091887,154.92928,0.3869222,0.2709147,0.22263591
-0.2091887,-0.07624638,0.18963838,65.090675,0.49902344,0.39990234,0.3544515
-0.2091887,-0.07624638,0.19354844,88.621544,0.46541342,0.36385092,0.30891928
-0.2091887,-0.07624638,0.1974585,137.79695,0.4318441,0.3301188,0.2855021
-0.2091887,-0.07624638,0.20527864,164.92137,0.4177246,0.29897055,0.25142416
-0.20527864,-0.11534703,0.013685226,52.19977,0.8319499,0.7333171,0.5703125
-0.20527864,-0.11534703,0.20136857,152.52733,0.7064616,0.6281738,0.5107422
-0.20527864,-0.11534703,0.20527864,133.0367,0.7533366,0.65812176,0.5301921
-0.20527864,-0.11143696,0.009775162,191.31213,0.8330892,0.72387695,0.5566406
-0.20527864,-0.11143696,0.18963838,87.2476,0.6623535,0.54174805,0.4263916
-0.20527864,-0.11143696,0.2091887,321.64148,0.7881673,0.6878255,0.53914386
-0.20527864,-0.1075269,0.2091887,421.14145,0.82877606,0.72770184,0.56518555
-0.20527864,-0.10361683,0.2091887,85.560074,0.7892253,0.68066406,0.5364583
-0.20527864,-0.09970677,0.04105568,118.32529,0.9091797,0.82755536,0.6574707
-0.20527864,-0.09970677,0.060606003,174.19167,0.9024251,0.81795245,0.6473796
-0.20527864,-0.09970677,0.06451619,84.89423,0.8682454,0.7939453,0.6538086
-0.20527864,-0.09970677,0.08406651,101.6051,0.8771159,0.7967122,0.64534503
-0.20527864,-0.09970677,0.09970677,168.17415,0.9192708,0.8452962,0.67854816
-0.20527864,-0.09970677,0.10361683,218.4853,0.8883464,0.80655926,0.6468099
-0.20527864,-0.09970677,0.1075269,111.15633,0.82836914,0.76082355,0.63427734
-0.20527864,-0.09970677,0.12707722,128.44089,0.8696289,0.7949219,0.65152997
-0.20527864,-0.09970677,0.13880742,166.86539,0.8847656,0.8081868,0.6538086
-0.20527864,-0.09970677,0.14271748,134.60489,0.8430176,0.7670085,0.62190753
-0.20527864,-0.09970677,0.14662755,56.995296,0.8316243,0.76383466,0.6155599
-0.20527864,-0.09970677,0.15053761,96.19778,0.8469238,0.77124023,0.6225586
-0.20527864,-0.09970677,0.2091887,130.46353,0.3625895,0.26576743,0.18969727
-0.20527864,-0.095796704,0.2091887,397.17422,0.39542642,0.272583,0.21280925
-0.20527864,-0.09188664,0.2091887,144.97517,0.51953125,0.34102377,0.25748697
-0.20527864,-0.087976575,0.2091887,171.49107,0.5645345,0.39208984,0.30710855
-0.20527864,-0.08406651,0.17008793,201.2781,0.5921224,0.41056314,0.32625327
-0.20527864,-0.08406651,0.173998,234.40053,0.5527751,0.38216147,0.3005778
-0.20527864,-0.08406651,0.18181813,69.8321,0.5790202,0.39562988,0.3144938
-0.20527864,-0.08406651,0.2091887,250.49464,0.39562988,0.27919516,0.22823079
-0.20527864,-0.080156446,0.2091887,150.1626,0.40124512,0.286438,0.236674
-0.20527864,-0.07624638,0.19354844,170.82251,0.442098,0.32877603,0.2801107
-0.20527864,-0.07624638,0.1974585,147.25821,0.4309896,0.31962076,0.2730306
-0.20527864,-0.07624638,0.20136857,132.00139,0.4296061,0.31481934,0.2658081
-0.20527864,-0.07624638,0.20527864,99.639885,0.43721518,0.31896973,0.26688638
-0.20136857,-0.13489735,0.12707722,83.9052,0.54817706,0.5336914,0.46720377
-0.20136857,-0.13098729,0.13489735,89.66619,0.7873535,0.7072754,0.5666504
-0.20136857,-0.12316716,0.15835774,58.119427,0.63932294,0.6027425,0.506429
-0.20136857,-0.11534703,0.20136857,215.098,0.7404785,0.64591473,0.5182292
-0.20136857,-0.11534703,0.20527864,133.0367,0.78027344,0.6748047,0.53377277
-0.20136857,-0.11143696,0.2091887,342.38556,0.7976074,0.6927083,0.5419108
-0.20136857,-0.1075269,0.2091887,351.87686,0.8293457,0.72314453,0.5590007
-0.20136857,-0.10361683,0.2091887,81.00665,0.8324382,0.71085614,0.5534668
-0.20136857,-0.09970677,0.04105568,76.69555,0.9024251,0.8166504,0.64436847
-0.20136857,-0.09970677,0.060606003,109.00637,0.91503906,0.83496094,0.6617839
-0.20136857,-0.09970677,0.10361683,90.72314,0.8972168,0.8129069,0.64729816
-0.20136857,-0.09970677,0.12316716,165.56685,0.90681964,0.82592773,0.6574707
-0.20136857,-0.09970677,0.14662755,69.018524,0.82714844,0.76432294,0.6402181
-0.20136857,-0.09970677,0.2091887,248.54526,0.4275309,0.3068441,0.2273763
-0.20136857,-0.095796704,0.02541542,53.12546,0.8522949,0.7645671,0.6026204
-0.20136857,-0.095796704,0.04887581,69.28866,0.7762044,0.71818036,0.6145833
-0.20136857,-0.095796704,0.072336316,62.842087,0.8145345,0.74698895,0.6294759
-0.20136857,-0.095796704,0.09188664,83.57807,0.818929,0.7526042,0.6306966
-0.20136857,-0.095796704,0.11143696,68.74945,0.8199056,0.7562663,0.630778
-0.20136857,-0.095796704,0.11534703,51.49096,0.79923505,0.73461914,0.6204427
-0.20136857,-0.095796704,0.13098729,58.3469,0.78434247,0.7314453,0.6130371
-0.20136857,-0.095796704,0.15444767,74.62682,0.7930501,0.7298177,0.60957843
-0.20136857,-0.095796704,0.2091887,376.03702,0.4033203,0.2837321,0.22538249
-0.20136857,-0.09188664,0.16617787,116.94676,0.31840006,0.22143555,0.16649373
-0.20136857,-0.09188664,0.2091887,143.84695,0.5397949,0.35640463,0.26991782
-0.20136857,-0.087976575,0.013685226,70.10541,0.84488934,0.7627767,0.6182454
-0.20136857,-0.087976575,0.2091887,183.98308,0.5487874,0.37268066,0.28875732
-0.20136857,-0.08406651,0.17008793,200.49338,0.52803546,0.3565267,0.2765503
-0.20136857,-0.08406651,0.2091887,181.83961,0.41796875,0.3019816,0.24920654
-0.20136857,-0.080156446,0.173998,90.72314,0.6228841,0.44795737,0.36413574
-0.20136857,-0.080156446,0.17790806,165.56685,0.59431964,0.4152018,0.33190918
-0.20136857,-0.080156446,0.2091887,171.49107,0.40307617,0.28503418,0.23429362
-0.20136857,-0.07624638,0.18963838,80.37625,0.4744873,0.36356607,0.31386313
-0.20136857,-0.07624638,0.19354844,96.57429,0.45422363,0.34810385,0.30019125
-0.20136857,-0.07624638,0.1974585,126.94451,0.45255533,0.33475748,0.2839152
-0.20136857,-0.07624638,0.20136857,183.2658,0.44213867,0.32263184,0.27193198
-0.20136857,-0.07624638,0.20527864,126.44959,0.44474283,0.32832846,0.27748618
-0.1974585,-0.16617787,0.0019550323,56.33128,0.7203776,0.64664716,0.51831055
-0.1974585,-0.13098729,0.13489735,60.19903,0.810791,0.7363281,0.587972
-0.1974585,-0.11534703,0.18572831,99.639885,0.68937176,0.56400555,0.43558756
-0.1974585,-0.11534703,0.19354844,65.85794,0.45292154,0.42175293,0.35927328
-0.1974585,-0.11534703,0.1974585,112.4666,0.58528644,0.5034993,0.4116211
-0.1974585,-0.11534703,0.20136857,244.69194,0.7570801,0.66015625,0.5244548
-0.1974585,-0.11534703,0.20527864,287.1935,0.7798665,0.67838544,0.53548175
-0.1974585,-0.11143696,0.2091887,280.54068,0.8011882,0.6970215,0.5432536
-0.1974585,-0.1075269,0.2091887,392.547,0.83032227,0.725179,0.5604655
-0.1974585,-0.09970677,0.080156446,146.11221,0.8544108,0.7828776,0.6320801
-0.1974585,-0.09970677,0.2091887,125.95661,0.37174478,0.28072104,0.20159912
-0.1974585,-0.095796704,0.044965744,53.962063,0.82405597,0.7628581,0.6225586
-0.1974585,-0.095796704,0.06842625,126.94451,0.84228516,0.773112,0.6484375
-0.1974585,-0.095796704,0.095796704,53.542126,0.7705078,0.71150714,0.6052653
-0.1974585,-0.095796704,0.13098729,104.4217,0.81722003,0.7550456,0.63875324
-0.1974585,-0.095796704,0.13489735,76.09871,0.79215497,0.73185223,0.617513
-0.1974585,-0.095796704,0.13880742,52.19977,0.76920575,0.71655273,0.61067706
-0.1974585,-0.095796704,0.15835774,61.38635,0.76708984,0.70670575,0.6052246
-0.1974585,-0.095796704,0.2091887,258.4462,0.4128418,0.29012045,0.22460938
-0.1974585,-0.09188664,0.2091887,113.79232,0.56396484,0.36132812,0.2681478
-0.1974585,-0.087976575,0.013685226,126.44959,0.83121747,0.75724286,0.62231445
-0.1974585,-0.087976575,0.16617787,59.26573,0.4296061,0.3004354,0.23972575
-0.1974585,-0.087976575,0.2091887,408.18427,0.5597331,0.37113443,0.27913412
-0.1974585,-0.08406651,0.2091887,254.43936,0.41829428,0.29300943,0.23858643
-0.1974585,-0.080156446,0.17790806,115.58429,0.6184082,0.4452311,0.36783853
-0.1974585,-0.080156446,0.18181813,55.89291,0.6257324,0.44462076,0.37150064
-0.1974585,-0.080156446,0.2091887,161.73149,0.41219077,0.30257162,0.25164795
-0.1974585,-0.07624638,0.18963838,51.29022,0.49890137,0.3849691,0.32877603
-0.1974585,-0.07624638,0.1974585,121.605385,0.44844565,0.33459473,0.28582764
-0.1974585,-0.07624638,0.20527864,216.78503,0.4219564,0.30480957,0.2564087
-0.19354844,-0.13489735,0.11143696,92.87458,0.7942708,0.7119954,0.5694173
-0.19354844,-0.13489735,0.12707722,53.542126,0.48819986,0.44962564,0.3962809
-0.19354844,-0.12316716,0.15835774,148.41316,0.6043701,0.54903156,0.49169922
-0.19354844,-0.11534703,0.18572831,189.08327,0.53759766,0.44177246,0.3557129
-0.19354844,-0.11534703,0.18963838,65.34543,0.5061442,0.4860433,0.42692056
-0.19354844,-0.11534703,0.19354844,70.93179,0.5304362,0.50077313,0.43603516
-0.19354844,-0.11534703,0.1974585,64.332344,0.6557617,0.6031901,0.5091553
-0.19354844,-0.11534703,0.20136857,219.34044,0.7599284,0.6686198,0.5378011
-0.19354844,-0.11534703,0.20527864,222.79456,0.76904297,0.6710612,0.5354411
-0.19354844,-0.11143696,0.2091887,305.7159,0.7918294,0.68896484,0.53877765
-0.19354844,-0.1075269,0.2091887,446.555,0.84122723,0.7416992,0.57373047
-0.19354844,-0.10361683,0.2091887,72.61389,0.81103516,0.6829427,0.5309245
-0.19354844,-0.09970677,0.060606003,69.28866,0.86124676,0.7883301,0.64778644
-0.19354844,-0.09970677,0.09970677,63.831703,0.72957355,0.6723633,0.54174805
-0.19354844,-0.09970677,0.12316716,69.8321,0.85913086,0.79003906,0.64331055
-0.19354844,-0.09970677,0.14271748,67.68359,0.7906087,0.740804,0.6086426
-0.19354844,-0.09970677,0.2091887,186.15181,0.36283365,0.26652017,0.18752034
-0.19354844,-0.095796704,0.029325485,76.69555,0.88427734,0.8013509,0.64453125
-0.19354844,-0.095796704,0.095796704,76.396545,0.7597656,0.7041829,0.60221356
-0.19354844,-0.095796704,0.11534703,114.237686,0.7792155,0.7163086,0.6031901
-0.19354844,-0.095796704,0.13489735,82.282326,0.751709,0.6951497,0.59749347
-0.19354844,-0.095796704,0.15444767,63.088043,0.7944336,0.7298177,0.6028239
-0.19354844,-0.095796704,0.2091887,164.92137,0.40275064,0.2869059,0.22131348
-0.19354844,-0.09188664,0.017595291,55.675,0.8926595,0.81184894,0.6513672
-0.19354844,-0.09188664,0.2091887,177.62729,0.5598958,0.3486735,0.25453696
-0.19354844,-0.087976575,0.005865097,65.60118,0.8343913,0.76432294,0.61002606
-0.19354844,-0.087976575,0.013685226,84.23359,0.85424805,0.77246094,0.6236165
-0.19354844,-0.087976575,0.16617787,69.8321,0.43066406,0.30411783,0.23714192
-0.19354844,-0.087976575,0.2091887,234.40053,0.5321045,0.34570312,0.25978598
-0.19354844,-0.08406651,0.17008793,80.37625,0.4230143,0.29305014,0.22507732
-0.19354844,-0.08406651,0.2091887,189.08327,0.38338217,0.25775146,0.2006836
-0.19354844,-0.080156446,0.17790806,119.25333,0.62630206,0.44026694,0.35795084
-0.19354844,-0.080156446,0.2091887,169.49315,0.40563965,0.29007974,0.24228923
-0.19354844,-0.07624638,0.18963838,76.396545,0.51778156,0.4001058,0.34928384
-0.19354844,-0.07624638,0.20527864,210.11526,0.42797852,0.3072103,0.2612915
-0.18963838,-0.16617787,0.009775162,98.47904,0.7616374,0.67993164,0.53149414
-0.18963838,-0.13489735,0.12707722,58.804523,0.54423016,0.52193195,0.46158853
-0.18963838,-0.12316716,0.17008793,142.72754,0.47265625,0.4740397,0.47025552
-0.18963838,-0.11925709,0.17790806,69.28866,0.4411621,0.38191733,0.31899008
-0.18963838,-0.11534703,0.18572831,1067.0533,0.40388998,0.30655923,0.25689697
-0.18963838,-0.11534703,0.18963838,263.54358,0.46333823,0.39896646,0.3482666
-0.18963838,-0.11534703,0.20136857,196.6155,0.743571,0.65079755,0.52278644
-0.18963838,-0.11534703,0.20527864,284.95856,0.7847493,0.6854655,0.5395508
-0.18963838,-0.11143696,0.009775162,60.19903,0.8414714,0.7348633,0.55997723
-0.18963838,-0.11143696,0.2091887,259.4577,0.7972819,0.6921387,0.53999835
-0.18963838,-0.1075269,0.2091887,480.95862,0.8430176,0.7450358,0.57926434
-0.18963838,-0.10361683,0.2091887,122.08134,0.7734375,0.6645508,0.52490234
-0.18963838,-0.09970677,0.029325485,55.457947,0.49393716,0.47003174,0.39969888
-0.18963838,-0.09970677,0.060606003,103.20515,0.87263995,0.79622394,0.6536458
-0.18963838,-0.09970677,0.10361683,85.22651,0.8859863,0.8105469,0.6640625
-0.18963838,-0.09970677,0.11143696,58.575264,0.54770917,0.52819824,0.45178223
-0.18963838,-0.09970677,0.12316716,140.51476,0.86409503,0.79142255,0.6559245
-0.18963838,-0.09970677,0.2091887,258.4462,0.4051107,0.2966512,0.21557617
-0.18963838,-0.095796704,0.2091887,464.3437,0.41349283,0.2798055,0.21069336
-0.18963838,-0.09188664,0.2091887,65.60118,0.58121747,0.3597412,0.2701416
-0.18963838,-0.087976575,0.16617787,66.634254,0.45194498,0.32061768,0.2532959
-0.18963838,-0.087976575,0.2091887,176.9348,0.45617676,0.28055826,0.20281982
-0.18963838,-0.08406651,0.17008793,212.59204,0.5496419,0.4012858,0.3270874
-0.18963838,-0.08406651,0.173998,109.43301,0.3947754,0.27512613,0.2185262
-0.18963838,-0.08406651,0.17790806,112.02814,0.33805338,0.23266602,0.16793823
-0.18963838,-0.08406651,0.18181813,201.2781,0.45906577,0.31311035,0.24835205
-0.18963838,-0.08406651,0.2091887,146.11221,0.33422852,0.23463948,0.16843669
-0.18963838,-0.080156446,0.2091887,121.605385,0.35123697,0.25482178,0.19877116
-0.18963838,-0.07624638,0.18963838,60.908638,0.50931805,0.40486655,0.36035156
-0.18963838,-0.07624638,0.19354844,121.605385,0.4880371,0.37727866,0.3282064
-0.18963838,-0.07624638,0.1974585,97.71268,0.49853516,0.38562012,0.3334961
-0.18963838,-0.07624638,0.20136857,170.15651,0.44474283,0.32499185,0.27815756
-0.18963838,-0.07624638,0.20527864,131.48677,0.4441732,0.33036295,0.28397623
-0.18572831,-0.14662755,0.052785873,66.37447,0.850179,0.7599284,0.59765625
-0.18572831,-0.14271748,0.080156446,59.26573,0.7844238,0.7046712,0.57548016
-0.18572831,-0.11534703,0.20136857,221.06075,0.7376302,0.64664716,0.52323407
-0.18572831,-0.11534703,0.20527864,209.2961,0.7750651,0.6739095,0.5348714
-0.18572831,-0.11143696,0.2091887,259.4577,0.80826825,0.7059733,0.54817706
-0.18572831,-0.1075269,0.2091887,356.02466,0.8414714,0.742513,0.58048505
-0.18572831,-0.10361683,0.2091887,90.72314,0.7874349,0.67578125,0.53068036
-0.18572831,-0.09970677,0.044965744,80.0629,0.8897298,0.8104655,0.65323895
-0.18572831,-0.09970677,0.060606003,154.92928,0.88151044,0.8018392,0.64656574
-0.18572831,-0.09970677,0.06451619,62.10995,0.87801105,0.7963867,0.6390788
-0.18572831,-0.09970677,0.080156446,100.8144,0.88753253,0.8103841,0.65722656
-0.18572831,-0.09970677,0.08406651,105.24069,0.8861491,0.8097331,0.6559245
-0.18572831,-0.09970677,0.10361683,128.94359,0.87320966,0.7940267,0.6451823
-0.18572831,-0.09970677,0.1075269,119.25333,0.8578288,0.78434247,0.6442871
-0.18572831,-0.09970677,0.12707722,109.43301,0.88500977,0.80476886,0.64957684
-0.18572831,-0.09970677,0.13098729,73.46984,0.8621419,0.78914386,0.640625
-0.18572831,-0.09970677,0.13489735,84.23359,0.8441569,0.77042645,0.61661786
-0.18572831,-0.09970677,0.13880742,139.96693,0.8558757,0.7783203,0.6343587
-0.18572831,-0.09970677,0.14271748,241.8412,0.85026044,0.7791341,0.6459961
-0.18572831,-0.09970677,0.14662755,105.652596,0.78963214,0.7324219,0.618571
-0.18572831,-0.09970677,0.15053761,64.58414,0.8133952,0.7512207,0.6098226
-0.18572831,-0.09970677,0.2091887,186.88039,0.43990073,0.32417807,0.24359131
-0.18572831,-0.095796704,0.2091887,338.39667,0.41210938,0.28068033,0.212382
-0.18572831,-0.09188664,0.005865097,70.65526,0.90527344,0.8231608,0.65283203
-0.18572831,-0.09188664,0.2091887,221.06075,0.5234375,0.3438314,0.26212564
-0.18572831,-0.087976575,0.2091887,95.82273,0.5732422,0.3782959,0.29081216
-0.18572831,-0.080156446,0.20136857,59.964336,0.06474813,0.032095592,0.026632944
-0.18181813,-0.1622678,0.021505356,56.995296,0.7225749,0.6459961,0.5172526
-0.18181813,-0.14662755,0.052785873,70.93179,0.79386395,0.7047526,0.55493164
-0.18181813,-0.13098729,0.14271748,56.111668,0.49043784,0.4580078,0.39050293
-0.18181813,-0.11925709,0.173998,51.69249,0.6578776,0.6034749,0.5110677
-0.18181813,-0.11534703,0.19354844,62.597084,0.4665934,0.43855795,0.38155112
-0.18181813,-0.11534703,0.20136857,310.5302,0.7486165,0.65877277,0.5302327
-0.18181813,-0.11534703,0.20527864,251.47504,0.7604167,0.66308594,0.52888995
-0.18181813,-0.11143696,0.2091887,306.91245,0.8091634,0.7027995,0.54508466
-0.18181813,-0.1075269,0.2091887,274.04196,0.8319499,0.7239583,0.55859375
-0.18181813,-0.10361683,0.2091887,62.353043,0.7679036,0.65022784,0.5072835
-0.18181813,-0.09970677,0.060606003,100.421364,0.9104004,0.8270671,0.65633136
-0.18181813,-0.09970677,0.080156446,137.25974,0.9030762,0.8238118,0.65771484
-0.18181813,-0.09970677,0.08406651,104.0146,0.8663737,0.782959,0.62508136
-0.18181813,-0.09970677,0.10361683,109.86131,0.8951823,0.8096517,0.64331055
-0.18181813,-0.09970677,0.14271748,392.547,0.87613934,0.80167645,0.65218097
-0.18181813,-0.09970677,0.14662755,94.33715,0.8316243,0.76220703,0.6239421
-0.18181813,-0.09970677,0.2091887,162.3645,0.4460856,0.32987466,0.2489217
-0.18181813,-0.095796704,0.09188664,62.842087,0.80891925,0.74316406,0.61499023
-0.18181813,-0.095796704,0.16617787,55.675,0.20857747,0.18249512,0.15272014
-0.18181813,-0.095796704,0.2091887,206.05127,0.39750162,0.2765503,0.20957439
-0.18181813,-0.09188664,0.017595291,113.79232,0.9078776,0.818278,0.6402181
-0.18181813,-0.09188664,0.2091887,182.55132,0.52526855,0.34403482,0.26334634
-0.18181813,-0.087976575,0.009775162,57.667137,0.8898112,0.80582684,0.6429036
-0.18181813,-0.087976575,0.2091887,197.38503,0.58414716,0.3905436,0.30169678
-0.18181813,-0.080156446,0.1974585,85.560074,0.55322266,0.38586426,0.3089396
-0.17790806,-0.13489735,0.11143696,63.582844,0.79313153,0.7093913,0.57161456
-0.17790806,-0.11925709,0.18181813,97.71268,0.43330893,0.3363037,0.27620444
-0.17790806,-0.11534703,0.19354844,105.24069,0.4978434,0.43180338,0.35473633
-0.17790806,-0.11534703,0.1974585,70.10541,0.46105957,0.42333984,0.37843832
-0.17790806,-0.11534703,0.20136857,233.48666,0.73583984,0.65022784,0.5272217
-0.17790806,-0.11534703,0.20527864,287.1935,0.7672526,0.6729329,0.5362956
-0.17790806,-0.11143696,0.005865097,69.55985,0.6590169,0.587321,0.481486
-0.17790806,-0.11143696,0.2091887,308.11368,0.8111165,0.70621747,0.54744464
-0.17790806,-0.1075269,0.2091887,276.1913,0.8465983,0.7420247,0.57405597
-0.17790806,-0.10361683,0.2091887,76.69555,0.8170573,0.6993001,0.545166
-0.17790806,-0.09970677,0.04105568,65.85794,0.8808594,0.7930501,0.6258138
-0.17790806,-0.09970677,0.060606003,103.20515,0.88793945,0.8096517,0.6559245
-0.17790806,-0.09970677,0.080156446,168.17415,0.8794759,0.8041992,0.6536458
-0.17790806,-0.09970677,0.2091887,244.69194,0.47851562,0.33907065,0.2597046
-0.17790806,-0.095796704,0.03323555,73.75739,0.83894855,0.76619464,0.63346356
-0.17790806,-0.095796704,0.052785873,94.70637,0.8019206,0.7320964,0.61035156
-0.17790806,-0.095796704,0.095796704,76.09871,0.78011066,0.7185872,0.60738117
-0.17790806,-0.095796704,0.11143696,127.44135,0.82755536,0.759847,0.6319987
-0.17790806,-0.095796704,0.11534703,72.04881,0.78426105,0.72355145,0.6064453
-0.17790806,-0.095796704,0.13098729,82.60437,0.74283856,0.6985677,0.5847168
-0.17790806,-0.095796704,0.13489735,96.19778,0.7705078,0.72526044,0.60428876
-0.17790806,-0.095796704,0.15835774,67.15687,0.7916667,0.7291667,0.6118571
-0.17790806,-0.095796704,0.2091887,263.54358,0.4096273,0.27998862,0.2163086
-0.17790806,-0.09188664,0.17008793,66.634254,0.31225586,0.23435466,0.18654378
-0.17790806,-0.09188664,0.2091887,210.93762,0.5605469,0.3667399,0.27937827
-0.17790806,-0.087976575,0.005865097,183.2658,0.8496094,0.77579755,0.6315918
